
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.31
4                       0.31
8                       0.30
16                      0.31
32                      0.30
64                      0.31
128                     0.30
256                     0.38
512                     0.55
1024                    0.64
2048                    0.80
4096                    1.12
8192                    1.77
16384                   3.06
32768                   5.57
65536                   9.26
131072                 17.34
262144                 32.64
524288                 60.44
1048576               173.91

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.32
8                       0.32
16                      0.32
32                      0.32
64                      0.32
128                     0.33
256                     0.38
512                     0.55
1024                    0.63
2048                    0.79
4096                    1.10
8192                    1.71
16384                   2.95
32768                   5.39
65536                   9.16
131072                 16.93
262144                 32.86
524288                 61.63
1048576               165.14

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.30
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.29
256                     0.38
512                     0.52
1024                    0.65
2048                    0.80
4096                    1.12
8192                    1.72
16384                   2.98
32768                   5.41
65536                   9.16
131072                 16.99
262144                 32.76
524288                 61.41
1048576               169.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.32
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.32
256                     0.39
512                     0.57
1024                    0.66
2048                    0.81
4096                    1.13
8192                    1.74
16384                   3.02
32768                   5.46
65536                   9.26
131072                 17.21
262144                 32.94
524288                 62.23
1048576               165.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.38
512                     0.53
1024                    0.64
2048                    0.81
4096                    1.11
8192                    1.73
16384                   3.00
32768                   5.46
65536                   9.06
131072                 17.03
262144                 32.67
524288                 59.21
1048576               172.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.31
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.36
512                     0.53
1024                    0.62
2048                    0.79
4096                    1.11
8192                    1.72
16384                   2.98
32768                   5.41
65536                   9.18
131072                 17.10
262144                 32.52
524288                 59.04
1048576               173.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.32
256                     0.39
512                     0.54
1024                    0.62
2048                    0.80
4096                    1.10
8192                    1.73
16384                   2.95
32768                   5.43
65536                   9.20
131072                 17.03
262144                 32.45
524288                 61.26
1048576               165.86

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.29
16                      0.30
32                      0.30
64                      0.30
128                     0.31
256                     0.39
512                     0.55
1024                    0.65
2048                    0.80
4096                    1.13
8192                    1.75
16384                   3.06
32768                   5.46
65536                   9.25
131072                 17.12
262144                 32.55
524288                 61.62
1048576               172.66

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.30
256                     0.36
512                     0.53
1024                    0.64
2048                    0.79
4096                    1.11
8192                    1.72
16384                   2.95
32768                   5.38
65536                   9.18
131072                 16.99
262144                 32.90
524288                 61.36
1048576               158.40

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.29
4                       0.30
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.31
256                     0.42
512                     0.52
1024                    0.62
2048                    0.78
4096                    1.11
8192                    1.70
16384                   2.93
32768                   5.34
65536                   9.12
131072                 16.79
262144                 32.55
524288                 60.86
1048576               161.47

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.29
256                     0.37
512                     0.54
1024                    0.64
2048                    0.81
4096                    1.11
8192                    1.72
16384                   2.96
32768                   5.32
65536                   9.06
131072                 16.85
262144                 32.89
524288                 58.53
1048576               169.79

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.28
2                       0.28
4                       0.29
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.29
256                     0.35
512                     0.51
1024                    0.63
2048                    0.78
4096                    1.09
8192                    1.73
16384                   2.97
32768                   5.43
65536                   9.25
131072                 17.23
262144                 32.91
524288                 61.00
1048576               168.16

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
