
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.37
512                     0.53
1024                    0.64
2048                    0.81
4096                    1.12
8192                    1.73
16384                   2.98
32768                   5.39
65536                   9.17
131072                 16.94
262144                 32.89
524288                 60.03
1048576               158.54

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.29
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.29
256                     0.38
512                     0.54
1024                    0.64
2048                    0.80
4096                    1.12
8192                    1.72
16384                   3.00
32768                   5.37
65536                   9.14
131072                 17.16
262144                 32.72
524288                 60.49
1048576               167.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.30
256                     0.36
512                     0.54
1024                    0.65
2048                    0.80
4096                    1.13
8192                    1.74
16384                   2.97
32768                   5.48
65536                   9.17
131072                 17.10
262144                 32.67
524288                 60.93
1048576               174.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.32
64                      0.31
128                     0.32
256                     0.40
512                     0.55
1024                    0.62
2048                    0.79
4096                    1.10
8192                    1.74
16384                   3.01
32768                   5.44
65536                   9.22
131072                 17.07
262144                 32.59
524288                 59.57
1048576               170.53

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.29
256                     0.35
512                     0.53
1024                    0.64
2048                    0.80
4096                    1.10
8192                    1.75
16384                   3.08
32768                   5.45
65536                   9.17
131072                 17.17
262144                 32.68
524288                 60.84
1048576               167.22

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.36
512                     0.52
1024                    0.63
2048                    0.79
4096                    1.11
8192                    1.73
16384                   2.99
32768                   5.47
65536                   9.21
131072                 17.05
262144                 32.78
524288                 60.96
1048576               163.40

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.31
256                     0.39
512                     0.54
1024                    0.65
2048                    0.80
4096                    1.12
8192                    1.74
16384                   2.98
32768                   5.42
65536                   9.27
131072                 17.20
262144                 32.87
524288                 59.22
1048576               167.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.37
512                     0.54
1024                    0.63
2048                    0.81
4096                    1.12
8192                    1.72
16384                   3.00
32768                   5.40
65536                   9.21
131072                 17.14
262144                 32.87
524288                 57.93
1048576               170.03

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.29
256                     0.38
512                     0.54
1024                    0.64
2048                    0.81
4096                    1.12
8192                    1.72
16384                   2.96
32768                   5.43
65536                   9.23
131072                 16.95
262144                 32.63
524288                 58.24
1048576               170.74

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.31
256                     0.36
512                     0.55
1024                    0.64
2048                    0.80
4096                    1.13
8192                    1.76
16384                   3.06
32768                   5.47
65536                   9.23
131072                 17.17
262144                 32.62
524288                 60.25
1048576               168.31

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.31
8                       0.32
16                      0.31
32                      0.32
64                      0.32
128                     0.31
256                     0.37
512                     0.52
1024                    0.63
2048                    0.81
4096                    1.13
8192                    1.75
16384                   3.01
32768                   5.51
65536                   9.27
131072                 17.32
262144                 32.90
524288                 57.96
1048576               169.21

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.29
8                       0.28
16                      0.29
32                      0.29
64                      0.29
128                     0.29
256                     0.35
512                     0.52
1024                    0.63
2048                    0.79
4096                    1.10
8192                    1.76
16384                   3.00
32768                   5.35
65536                   9.11
131072                 17.08
262144                 32.69
524288                 59.53
1048576               170.27

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.29
256                     0.38
512                     0.54
1024                    0.65
2048                    0.82
4096                    1.13
8192                    1.75
16384                   2.97
32768                   5.46
65536                   9.11
131072                 16.97
262144                 32.58
524288                 58.71
1048576               170.46

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.31
32                      0.31
64                      0.30
128                     0.32
256                     0.39
512                     0.55
1024                    0.63
2048                    0.81
4096                    1.13
8192                    1.77
16384                   3.05
32768                   5.46
65536                   9.17
131072                 17.05
262144                 32.75
524288                 59.87
1048576               169.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.31
4                       0.30
8                       0.30
16                      0.31
32                      0.31
64                      0.30
128                     0.34
256                     0.38
512                     0.55
1024                    0.63
2048                    0.80
4096                    1.11
8192                    1.71
16384                   2.98
32768                   5.43
65536                   9.16
131072                 16.93
262144                 32.82
524288                 60.78
1048576               165.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.31
8                       0.30
16                      0.31
32                      0.30
64                      0.30
128                     0.30
256                     0.38
512                     0.55
1024                    0.65
2048                    0.81
4096                    1.12
8192                    1.72
16384                   3.02
32768                   5.41
65536                   9.09
131072                 16.89
262144                 32.61
524288                 60.19
1048576               166.83

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.31
4                       0.32
8                       0.32
16                      0.31
32                      0.31
64                      0.32
128                     0.32
256                     0.38
512                     0.55
1024                    0.64
2048                    0.81
4096                    1.15
8192                    1.75
16384                   3.00
32768                   5.47
65536                   9.27
131072                 17.11
262144                 32.77
524288                 60.97
1048576               178.71

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.31
4                       0.30
8                       0.31
16                      0.30
32                      0.30
64                      0.31
128                     0.29
256                     0.38
512                     0.56
1024                    0.65
2048                    0.79
4096                    1.13
8192                    1.77
16384                   3.02
32768                   5.46
65536                   9.18
131072                 17.07
262144                 32.79
524288                 59.87
1048576               172.18
