
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
32                      0.50
64                      0.50
128                     0.54
256                     0.56
512                     0.64
1024                    0.76
2048                    0.94
4096                    1.32
8192                    2.01
16384                   3.47
32768                   6.37
65536                  10.91
131072                 19.54
262144                 36.01
524288                 69.20
1048576               149.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.51
8                       0.50
16                      0.51
32                      0.51
64                      0.51
128                     0.56
256                     0.58
512                     0.67
1024                    0.77
2048                    0.97
4096                    1.32
8192                    2.04
16384                   3.52
32768                   6.48
65536                  10.90
131072                 19.79
262144                 35.79
524288                 69.40
1048576               149.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.53
2                       0.52
4                       0.52
8                       0.53
16                      0.53
32                      0.52
64                      0.52
128                     0.55
256                     0.57
512                     0.63
1024                    0.75
2048                    0.96
4096                    1.31
8192                    2.02
16384                   3.48
32768                   6.53
65536                  11.00
131072                 19.54
262144                 35.80
524288                 69.29
1048576               147.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.51
8                       0.51
16                      0.51
32                      0.51
64                      0.52
128                     0.54
256                     0.58
512                     0.69
1024                    0.76
2048                    0.93
4096                    1.34
8192                    2.04
16384                   3.50
32768                   6.38
65536                  10.86
131072                 19.22
262144                 35.59
524288                 68.62
1048576               148.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.54
2                       0.55
4                       0.55
8                       0.56
16                      0.54
32                      0.55
64                      0.54
128                     0.58
256                     0.61
512                     0.68
1024                    0.79
2048                    0.96
4096                    1.37
8192                    2.05
16384                   3.46
32768                   6.45
65536                  10.87
131072                 19.40
262144                 35.74
524288                 68.69
1048576               147.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.54
2                       0.53
4                       0.53
8                       0.54
16                      0.53
32                      0.53
64                      0.53
128                     0.55
256                     0.57
512                     0.69
1024                    0.76
2048                    0.93
4096                    1.33
8192                    2.05
16384                   3.46
32768                   6.48
65536                  11.01
131072                 19.63
262144                 35.66
524288                 68.77
1048576               148.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.50
8                       0.49
16                      0.49
32                      0.50
64                      0.49
128                     0.52
256                     0.56
512                     0.63
1024                    0.73
2048                    0.94
4096                    1.32
8192                    2.05
16384                   3.53
32768                   6.45
65536                  10.87
131072                 19.52
262144                 35.79
524288                 69.04
1048576               148.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.49
2                       0.48
4                       0.48
8                       0.49
16                      0.49
32                      0.48
64                      0.49
128                     0.51
256                     0.54
512                     0.62
1024                    0.75
2048                    0.92
4096                    1.30
8192                    2.02
16384                   3.45
32768                   6.46
65536                  11.03
131072                 19.57
262144                 35.77
524288                 68.91
1048576               147.75

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.48
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.52
256                     0.55
512                     0.65
1024                    0.73
2048                    0.94
4096                    1.33
8192                    2.02
16384                   3.50
32768                   6.49
65536                  11.01
131072                 19.55
262144                 35.71
524288                 68.66
1048576               147.70

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.53
2                       0.52
4                       0.52
8                       0.53
16                      0.52
32                      0.52
64                      0.52
128                     0.54
256                     0.56
512                     0.63
1024                    0.78
2048                    0.95
4096                    1.32
8192                    2.03
16384                   3.46
32768                   6.40
65536                  10.85
131072                 19.40
262144                 35.46
524288                 68.38
1048576               148.57

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.49
2                       0.51
4                       0.51
8                       0.51
16                      0.50
32                      0.51
64                      0.50
128                     0.53
256                     0.57
512                     0.68
1024                    0.76
2048                    0.93
4096                    1.34
8192                    2.04
16384                   3.43
32768                   6.43
65536                  11.01
131072                 19.62
262144                 35.88
524288                 69.61
1048576               147.53

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.51
4                       0.49
8                       0.50
16                      0.50
32                      0.51
64                      0.50
128                     0.52
256                     0.55
512                     0.66
1024                    0.73
2048                    0.95
4096                    1.28
8192                    2.00
16384                   3.48
32768                   6.39
65536                  10.99
131072                 19.36
262144                 35.65
524288                 68.38
1048576               150.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.50
8                       0.51
16                      0.51
32                      0.51
64                      0.50
128                     0.53
256                     0.57
512                     0.71
1024                    0.76
2048                    0.93
4096                    1.32
8192                    2.04
16384                   3.50
32768                   6.41
65536                  10.80
131072                 19.32
262144                 35.78
524288                 68.66
1048576               146.25

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.50
4                       0.51
8                       0.51
16                      0.50
32                      0.51
64                      0.50
128                     0.52
256                     0.54
512                     0.63
1024                    0.74
2048                    0.94
4096                    1.31
8192                    2.03
16384                   3.45
32768                   6.36
65536                  10.91
131072                 19.48
262144                 35.80
524288                 69.16
1048576               149.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.50
4                       0.51
8                       0.51
16                      0.51
32                      0.51
64                      0.51
128                     0.53
256                     0.57
512                     0.65
1024                    0.76
2048                    0.95
4096                    1.33
8192                    2.03
16384                   3.42
32768                   6.48
65536                  10.91
131072                 19.49
262144                 35.27
524288                 67.87
1048576               147.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.48
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.52
256                     0.60
512                     0.69
1024                    0.72
2048                    0.93
4096                    1.34
8192                    2.03
16384                   3.49
32768                   6.51
65536                  10.99
131072                 19.51
262144                 35.76
524288                 68.71
1048576               146.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.50
4                       0.51
8                       0.51
16                      0.51
32                      0.50
64                      0.52
128                     0.53
256                     0.57
512                     0.63
1024                    0.75
2048                    0.96
4096                    1.30
8192                    2.00
16384                   3.48
32768                   6.44
65536                  10.91
131072                 19.57
262144                 35.56
524288                 68.55
1048576               147.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.53
256                     0.57
512                     0.66
1024                    0.76
2048                    0.92
4096                    1.32
8192                    2.02
16384                   3.46
32768                   6.45
65536                  10.89
131072                 19.64
262144                 35.66
524288                 68.87
1048576               148.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.53
2                       0.52
4                       0.52
8                       0.53
16                      0.53
32                      0.52
64                      0.53
128                     0.55
256                     0.59
512                     0.69
1024                    0.78
2048                    0.95
4096                    1.38
8192                    2.09
16384                   3.48
32768                   6.43
65536                  10.98
131072                 19.54
262144                 35.83
524288                 68.64
1048576               148.02
