
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.84
001: 1 0.18
002: 1 0.18
003: 1 0.18
004: 1 0.18
005: 1 0.18
006: 1 0.18
007: 1 0.18
008: 1 0.18
009: 1 0.18
010: 1 0.19
011: 1 0.19
012: 1 0.18
013: 1 0.18
014: 1 0.18
015: 1 0.18
016: 1 0.18
017: 1 0.17
018: 1 0.18
019: 1 0.17
1                       0.21
000: 2 0.92
001: 2 0.20
002: 2 0.20
003: 2 0.19
004: 2 0.19
005: 2 0.19
006: 2 0.20
007: 2 0.19
008: 2 0.20
009: 2 0.19
010: 2 0.19
011: 2 0.19
012: 2 0.19
013: 2 0.19
014: 2 0.20
015: 2 0.20
016: 2 0.19
017: 2 0.19
018: 2 0.20
019: 2 0.19
2                       0.23
000: 4 0.87
001: 4 0.18
002: 4 0.19
003: 4 0.18
004: 4 0.18
005: 4 0.19
006: 4 0.19
007: 4 0.18
008: 4 0.19
009: 4 0.19
010: 4 0.19
011: 4 0.19
012: 4 0.18
013: 4 0.18
014: 4 0.18
015: 4 0.19
016: 4 0.18
017: 4 0.19
018: 4 0.18
019: 4 0.18
4                       0.22
000: 8 0.85
001: 8 0.19
002: 8 0.20
003: 8 0.18
004: 8 0.19
005: 8 0.19
006: 8 0.19
007: 8 0.19
008: 8 0.20
009: 8 0.19
010: 8 0.19
011: 8 0.20
012: 8 0.18
013: 8 0.19
014: 8 0.19
015: 8 0.19
016: 8 0.18
017: 8 0.19
018: 8 0.19
019: 8 0.18
8                       0.22
000: 16 0.86
001: 16 0.19
002: 16 0.20
003: 16 0.19
004: 16 0.19
005: 16 0.19
006: 16 0.19
007: 16 0.19
008: 16 0.20
009: 16 0.20
010: 16 0.20
011: 16 0.20
012: 16 0.19
013: 16 0.19
014: 16 0.19
015: 16 0.20
016: 16 0.19
017: 16 0.20
018: 16 0.19
019: 16 0.20
16                      0.23
000: 32 0.85
001: 32 0.18
002: 32 0.19
003: 32 0.18
004: 32 0.17
005: 32 0.18
006: 32 0.18
007: 32 0.18
008: 32 0.18
009: 32 0.18
010: 32 0.18
011: 32 0.18
012: 32 0.17
013: 32 0.18
014: 32 0.18
015: 32 0.18
016: 32 0.17
017: 32 0.18
018: 32 0.17
019: 32 0.17
32                      0.21
000: 64 0.84
001: 64 0.18
002: 64 0.18
003: 64 0.18
004: 64 0.18
005: 64 0.18
006: 64 0.18
007: 64 0.17
008: 64 0.18
009: 64 0.18
010: 64 0.19
011: 64 0.18
012: 64 0.18
013: 64 0.17
014: 64 0.18
015: 64 0.18
016: 64 0.17
017: 64 0.18
018: 64 0.18
019: 64 0.17
64                      0.21
000: 128 0.87
001: 128 0.20
002: 128 0.20
003: 128 0.19
004: 128 0.20
005: 128 0.20
006: 128 0.20
007: 128 0.19
008: 128 0.20
009: 128 0.20
010: 128 0.20
011: 128 0.20
012: 128 0.20
013: 128 0.20
014: 128 0.20
015: 128 0.20
016: 128 0.19
017: 128 0.20
018: 128 0.20
019: 128 0.19
128                     0.23
000: 256 0.94
001: 256 0.22
002: 256 0.23
003: 256 0.22
004: 256 0.23
005: 256 0.23
006: 256 0.24
007: 256 0.23
008: 256 0.23
009: 256 0.24
010: 256 0.23
011: 256 0.24
012: 256 0.23
013: 256 0.23
014: 256 0.24
015: 256 0.23
016: 256 0.23
017: 256 0.23
018: 256 0.23
019: 256 0.23
256                     0.27
000: 512 0.98
001: 512 0.29
002: 512 0.30
003: 512 0.30
004: 512 0.31
005: 512 0.30
006: 512 0.30
007: 512 0.30
008: 512 0.30
009: 512 0.30
010: 512 0.31
011: 512 0.30
012: 512 0.30
013: 512 0.29
014: 512 0.31
015: 512 0.30
016: 512 0.30
017: 512 0.31
018: 512 0.31
019: 512 0.30
512                     0.34
000: 1024 1.32
001: 1024 0.42
002: 1024 0.44
003: 1024 0.43
004: 1024 0.44
005: 1024 0.43
006: 1024 0.43
007: 1024 0.43
008: 1024 0.44
009: 1024 0.44
010: 1024 0.43
011: 1024 0.43
012: 1024 0.42
013: 1024 0.42
014: 1024 0.43
015: 1024 0.44
016: 1024 0.42
017: 1024 0.43
018: 1024 0.43
019: 1024 0.43
1024                    0.48
000: 2048 1.29
001: 2048 0.60
002: 2048 0.60
003: 2048 0.55
004: 2048 0.59
