
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.93
001: 1 0.18
002: 1 0.18
003: 1 0.18
004: 1 0.18
005: 1 0.19
006: 1 0.19
007: 1 0.17
008: 1 0.18
009: 1 0.18
010: 1 0.19
011: 1 0.18
012: 1 0.18
013: 1 0.18
014: 1 0.18
015: 1 0.19
016: 1 0.18
017: 1 0.19
018: 1 0.18
019: 1 0.18
020: 1 0.18
021: 1 0.18
022: 1 0.19
023: 1 0.19
1                       0.21
000: 2 0.96
001: 2 0.18
002: 2 0.18
003: 2 0.18
004: 2 0.19
005: 2 0.19
006: 2 0.19
007: 2 0.18
008: 2 0.19
009: 2 0.19
010: 2 0.20
011: 2 0.19
012: 2 0.18
013: 2 0.18
014: 2 0.18
015: 2 0.18
016: 2 0.18
017: 2 0.19
018: 2 0.18
019: 2 0.17
020: 2 0.18
021: 2 0.19
022: 2 0.19
023: 2 0.19
2                       0.22
000: 4 1.00
001: 4 0.19
002: 4 0.18
003: 4 0.18
004: 4 0.19
005: 4 0.19
006: 4 0.20
007: 4 0.18
008: 4 0.19
009: 4 0.19
010: 4 0.19
011: 4 0.19
012: 4 0.18
013: 4 0.18
014: 4 0.18
015: 4 0.18
016: 4 0.18
017: 4 0.19
018: 4 0.18
019: 4 0.18
020: 4 0.18
021: 4 0.19
022: 4 0.19
023: 4 0.20
4                       0.22
000: 8 0.97
001: 8 0.18
002: 8 0.20
003: 8 0.19
004: 8 0.19
005: 8 0.21
006: 8 0.20
007: 8 0.19
008: 8 0.19
009: 8 0.19
010: 8 0.19
011: 8 0.20
012: 8 0.18
013: 8 0.19
014: 8 0.18
015: 8 0.19
016: 8 0.19
017: 8 0.20
018: 8 0.20
019: 8 0.18
020: 8 0.19
021: 8 0.19
022: 8 0.19
023: 8 0.20
8                       0.22
000: 16 0.95
001: 16 0.18
002: 16 0.18
003: 16 0.18
004: 16 0.19
005: 16 0.19
006: 16 0.20
007: 16 0.18
008: 16 0.18
009: 16 0.18
010: 16 0.19
011: 16 0.19
012: 16 0.18
013: 16 0.18
014: 16 0.18
015: 16 0.19
016: 16 0.18
017: 16 0.19
018: 16 0.18
019: 16 0.18
020: 16 0.18
021: 16 0.19
022: 16 0.19
023: 16 0.19
16                      0.22
000: 32 0.97
001: 32 0.20
002: 32 0.20
003: 32 0.20
004: 32 0.21
005: 32 0.21
006: 32 0.21
007: 32 0.20
008: 32 0.20
009: 32 0.20
010: 32 0.20
011: 32 0.21
012: 32 0.20
013: 32 0.20
014: 32 0.20
015: 32 0.20
016: 32 0.20
017: 32 0.20
018: 32 0.19
019: 32 0.20
020: 32 0.20
021: 32 0.21
022: 32 0.21
023: 32 0.21
32                      0.23
000: 64 0.96
001: 64 0.20
002: 64 0.20
003: 64 0.21
004: 64 0.20
005: 64 0.20
006: 64 0.21
007: 64 0.19
008: 64 0.20
009: 64 0.20
010: 64 0.21
011: 64 0.20
012: 64 0.19
013: 64 0.20
014: 64 0.20
015: 64 0.20
016: 64 0.20
017: 64 0.20
018: 64 0.20
019: 64 0.20
020: 64 0.22
021: 64 0.20
022: 64 0.20
023: 64 0.20
64                      0.23
000: 128 0.98
001: 128 0.22
002: 128 0.22
003: 128 0.22
004: 128 0.22
005: 128 0.23
006: 128 0.23
007: 128 0.22
008: 128 0.22
009: 128 0.22
010: 128 0.23
011: 128 0.23
012: 128 0.23
013: 128 0.22
014: 128 0.23
015: 128 0.21
016: 128 0.22
017: 128 0.23
018: 128 0.22
019: 128 0.22
020: 128 0.22
021: 128 0.22
022: 128 0.22
023: 128 0.23
128                     0.25
000: 256 0.99
001: 256 0.25
002: 256 0.26
003: 256 0.25
004: 256 0.25
005: 256 0.26
006: 256 0.25
007: 256 0.25
008: 256 0.25
009: 256 0.25
010: 256 0.25
011: 256 0.25
012: 256 0.25
013: 256 0.24
014: 256 0.25
015: 256 0.24
016: 256 0.25
017: 256 0.26
018: 256 0.25
019: 256 0.25
020: 256 0.25
021: 256 0.25
022: 256 0.25
023: 256 0.25
256                     0.28
000: 512 1.21
001: 512 0.50
002: 512 0.48
003: 512 0.49
004: 512 0.48
005: 512 0.48
006: 512 0.48
007: 512 0.48
008: 512 0.46
009: 512 0.48
010: 512 0.47
011: 512 0.49
012: 512 0.49
013: 512 0.47
014: 512 0.49
015: 512 0.47
016: 512 0.48
017: 512 0.49
018: 512 0.47
019: 512 0.49
020: 512 0.49
021: 512 0.48
022: 512 0.47
023: 512 0.48
512                     0.51
000: 1024 1.33
001: 1024 0.45
002: 1024 0.46
003: 1024 0.46
004: 1024 0.46
005: 1024 0.46
006: 1024 0.47
007: 1024 0.46
008: 1024 0.44
009: 1024 0.48
010: 1024 0.47
011: 1024 0.46
012: 1024 0.46
013: 1024 0.45
014: 1024 0.46
015: 1024 0.45
016: 1024 0.48
017: 1024 0.46
018: 1024 0.45
019: 1024 0.46
020: 1024 0.46
021: 1024 0.44
022: 1024 0.46
023: 1024 0.47
1024                    0.50
000: 2048 1.41
001: 2048 0.64
002: 2048 0.60
003: 2048 0.61
004: 2048 0.61
005: 2048 0.61
006: 2048 0.63
007: 2048 0.64
008: 2048 0.62
009: 2048 0.63
010: 2048 0.62
011: 2048 0.63
012: 2048 0.62
013: 2048 0.61
014: 2048 0.63
015: 2048 0.62
016: 2048 0.60
017: 2048 0.63
018: 2048 0.61
019: 2048 0.64
020: 2048 0.60
021: 2048 0.60
022: 2048 0.60
023: 2048 0.63
2048                    0.65
000: 4096 1.66
001: 4096 0.84
002: 4096 0.85
003: 4096 0.86
004: 4096 0.89
005: 4096 0.85
006: 4096 0.86
007: 4096 0.86
008: 4096 0.84
009: 4096 0.87
010: 4096 0.84
011: 4096 0.84
012: 4096 0.83
013: 4096 0.85
014: 4096 0.86
015: 4096 0.84
016: 4096 0.85
017: 4096 0.86
018: 4096 0.85
019: 4096 0.87
020: 4096 0.84
021: 4096 0.85
022: 4096 0.86
023: 4096 0.86
4096                    0.89
000: 8192 2.25
001: 8192 1.38
002: 8192 1.40
003: 8192 1.40
004: 8192 1.40
005: 8192 1.39
006: 8192 1.44
007: 8192 1.43
008: 8192 1.40
009: 8192 1.38
010: 8192 1.43
011: 8192 1.40
012: 8192 1.37
013: 8192 1.40
014: 8192 1.40
015: 8192 1.41
016: 8192 1.40
017: 8192 1.39
018: 8192 1.38
019: 8192 1.39
020: 8192 1.39
021: 8192 1.38
022: 8192 1.42
023: 8192 1.39
8192                    1.43
000: 16384 3.40
001: 16384 2.54
002: 16384 2.57
003: 16384 2.52
004: 16384 2.57
005: 16384 2.52
006: 16384 2.58
007: 16384 2.55
008: 16384 2.51
009: 16384 2.60
010: 16384 2.57
011: 16384 2.53
012: 16384 2.57
