
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 2.02
001: 1 0.88
002: 1 0.88
003: 1 0.90
004: 1 0.87
005: 1 0.89
006: 1 0.89
007: 1 0.88
008: 1 0.87
009: 1 0.88
010: 1 0.88
011: 1 0.91
012: 1 0.88
013: 1 0.89
014: 1 0.89
015: 1 0.89
016: 1 0.88
017: 1 0.88
018: 1 0.87
019: 1 0.88
020: 1 0.89
021: 1 0.87
022: 1 0.87
023: 1 0.87
024: 1 0.51
025: 1 0.52
026: 1 0.51
027: 1 0.52
028: 1 0.52
029: 1 0.51
030: 1 0.51
031: 1 0.52
032: 1 0.52
033: 1 0.52
034: 1 0.52
1                       0.80
000: 2 2.02
001: 2 0.86
002: 2 0.88
003: 2 0.88
004: 2 0.88
005: 2 0.87
006: 2 0.86
007: 2 0.86
008: 2 0.86
009: 2 0.87
010: 2 0.89
011: 2 0.87
012: 2 0.90
013: 2 0.89
014: 2 0.87
015: 2 0.87
016: 2 0.89
017: 2 0.89
018: 2 0.88
019: 2 0.87
020: 2 0.87
021: 2 0.88
022: 2 0.88
023: 2 0.87
024: 2 0.50
025: 2 0.50
026: 2 0.50
027: 2 0.49
028: 2 0.50
029: 2 0.50
030: 2 0.50
031: 2 0.50
032: 2 0.50
033: 2 0.50
034: 2 0.51
2                       0.79
000: 4 2.02
001: 4 0.88
002: 4 0.86
003: 4 0.88
004: 4 0.88
005: 4 0.86
006: 4 0.86
007: 4 0.87
008: 4 0.88
009: 4 0.86
010: 4 0.87
011: 4 0.87
012: 4 0.87
013: 4 0.88
014: 4 0.88
015: 4 0.85
016: 4 0.87
017: 4 0.88
018: 4 0.86
019: 4 0.87
020: 4 0.87
021: 4 0.87
022: 4 0.87
023: 4 0.85
024: 4 0.51
025: 4 0.51
026: 4 0.51
027: 4 0.51
028: 4 0.51
029: 4 0.50
030: 4 0.50
031: 4 0.52
032: 4 0.50
033: 4 0.50
034: 4 0.51
4                       0.79
000: 8 1.98
001: 8 0.84
002: 8 0.86
003: 8 0.84
004: 8 0.85
005: 8 0.83
006: 8 0.84
007: 8 0.84
008: 8 0.83
009: 8 0.85
010: 8 0.85
011: 8 0.84
012: 8 0.85
013: 8 0.85
014: 8 0.85
015: 8 0.83
016: 8 0.84
017: 8 0.86
018: 8 0.83
019: 8 0.84
020: 8 0.84
021: 8 0.83
022: 8 0.83
023: 8 0.84
024: 8 0.48
025: 8 0.48
026: 8 0.49
027: 8 0.48
028: 8 0.48
029: 8 0.48
030: 8 0.48
031: 8 0.48
032: 8 0.48
033: 8 0.48
034: 8 0.48
8                       0.76
