
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.99
001: 1 0.80
002: 1 0.80
003: 1 0.79
004: 1 0.79
005: 1 0.78
006: 1 0.79
007: 1 0.78
008: 1 0.77
009: 1 0.80
010: 1 0.81
011: 1 0.80
012: 1 0.81
013: 1 0.80
014: 1 0.80
015: 1 0.80
016: 1 0.80
017: 1 0.81
018: 1 0.80
019: 1 0.79
020: 1 0.79
021: 1 0.80
022: 1 0.79
023: 1 0.80
024: 1 0.45
025: 1 0.45
026: 1 0.45
027: 1 0.44
028: 1 0.45
029: 1 0.45
030: 1 0.45
031: 1 0.45
032: 1 0.45
1                       0.74
000: 2 2.08
001: 2 0.87
002: 2 0.86
003: 2 0.86
004: 2 0.86
005: 2 0.87
006: 2 0.86
007: 2 0.86
008: 2 0.85
009: 2 0.86
010: 2 0.86
011: 2 0.85
012: 2 0.88
013: 2 0.86
014: 2 0.86
015: 2 0.86
016: 2 0.88
017: 2 0.85
018: 2 0.85
019: 2 0.85
020: 2 0.83
021: 2 0.88
022: 2 0.89
023: 2 0.85
024: 2 0.50
025: 2 0.49
026: 2 0.49
027: 2 0.49
028: 2 0.48
029: 2 0.49
030: 2 0.49
031: 2 0.49
032: 2 0.50
2                       0.80
000: 4 2.04
001: 4 0.84
002: 4 0.84
003: 4 0.85
004: 4 0.85
005: 4 0.85
006: 4 0.84
007: 4 0.85
008: 4 0.84
009: 4 0.84
010: 4 0.85
011: 4 0.85
012: 4 0.85
013: 4 0.87
014: 4 0.86
015: 4 0.86
016: 4 0.86
017: 4 0.86
018: 4 0.86
019: 4 0.86
020: 4 0.85
021: 4 0.86
022: 4 0.86
023: 4 0.85
024: 4 0.50
025: 4 0.51
026: 4 0.51
027: 4 0.51
028: 4 0.50
029: 4 0.50
030: 4 0.50
031: 4 0.50
032: 4 0.51
4                       0.79
000: 8 2.02
001: 8 0.85
002: 8 0.84
003: 8 0.84
004: 8 0.85
005: 8 0.84
006: 8 0.84
007: 8 0.83
008: 8 0.82
009: 8 0.85
010: 8 0.86
011: 8 0.84
012: 8 0.84
013: 8 0.84
014: 8 0.83
015: 8 0.85
016: 8 0.85
017: 8 0.84
018: 8 0.84
019: 8 0.85
020: 8 0.83
021: 8 0.84
022: 8 0.87
023: 8 0.84
024: 8 0.50
025: 8 0.49
026: 8 0.49
027: 8 0.49
028: 8 0.49
029: 8 0.49
030: 8 0.49
031: 8 0.50
032: 8 0.49
8                       0.78
000: 16 2.10
001: 16 0.92
002: 16 0.90
003: 16 0.89
004: 16 0.88
005: 16 0.90
006: 16 0.90
007: 16 0.89
008: 16 0.89
009: 16 0.89
010: 16 0.90
011: 16 0.88
012: 16 0.89
013: 16 0.89
014: 16 0.90
015: 16 0.90
016: 16 0.89
017: 16 0.89
018: 16 0.89
019: 16 0.89
020: 16 0.90
021: 16 0.90
022: 16 0.89
023: 16 0.89
024: 16 0.53
025: 16 0.53
026: 16 0.53
027: 16 0.53
028: 16 0.53
029: 16 0.53
030: 16 0.53
031: 16 0.53
032: 16 0.53
16                      0.83
000: 32 1.98
001: 32 0.77
002: 32 0.78
003: 32 0.80
004: 32 0.76
005: 32 0.80
006: 32 0.79
007: 32 0.78
008: 32 0.78
009: 32 0.78
010: 32 0.79
011: 32 0.78
012: 32 0.79
013: 32 0.79
014: 32 0.78
015: 32 0.79
016: 32 0.80
017: 32 0.79
018: 32 0.80
019: 32 0.79
020: 32 0.79
021: 32 0.77
022: 32 0.79
023: 32 0.78
024: 32 0.44
025: 32 0.44
026: 32 0.44
027: 32 0.44
028: 32 0.44
029: 32 0.44
030: 32 0.44
031: 32 0.44
032: 32 0.45
32                      0.73
000: 64 2.04
001: 64 0.82
002: 64 0.82
003: 64 0.80
004: 64 0.82
005: 64 0.83
006: 64 0.82
007: 64 0.82
008: 64 0.81
009: 64 0.81
010: 64 0.81
011: 64 0.82
012: 64 0.82
013: 64 0.81
014: 64 0.81
015: 64 0.82
016: 64 0.82
017: 64 0.83
018: 64 0.83
019: 64 0.81
020: 64 0.81
021: 64 0.81
022: 64 0.81
023: 64 0.82
024: 64 0.47
025: 64 0.47
026: 64 0.47
027: 64 0.47
028: 64 0.47
029: 64 0.47
030: 64 0.48
031: 64 0.47
032: 64 0.48
64                      0.76
000: 128 2.04
001: 128 0.84
002: 128 0.83
003: 128 0.84
004: 128 0.83
005: 128 0.83
006: 128 0.83
007: 128 0.83
008: 128 0.81
009: 128 0.84
010: 128 0.81
011: 128 0.84
012: 128 0.85
013: 128 0.83
014: 128 0.84
015: 128 0.84
016: 128 0.84
017: 128 0.85
018: 128 0.84
019: 128 0.83
020: 128 0.84
021: 128 0.83
022: 128 0.84
023: 128 0.83
024: 128 0.49
025: 128 0.49
026: 128 0.49
027: 128 0.49
028: 128 0.48
029: 128 0.48
030: 128 0.49
031: 128 0.49
032: 128 0.49
128                     0.78
000: 256 2.06
001: 256 0.86
002: 256 0.86
003: 256 0.87
004: 256 0.87
005: 256 0.89
006: 256 0.87
007: 256 0.87
008: 256 0.87
009: 256 0.89
010: 256 0.89
011: 256 0.88
012: 256 0.89
013: 256 0.87
014: 256 0.88
015: 256 0.88
016: 256 0.87
017: 256 0.90
018: 256 0.90
019: 256 0.87
020: 256 0.88
021: 256 0.90
022: 256 0.88
023: 256 0.87
024: 256 0.51
025: 256 0.50
026: 256 0.50
027: 256 0.52
028: 256 0.50
029: 256 0.51
030: 256 0.52
031: 256 0.51
032: 256 0.51
256                     0.81
000: 512 2.35
001: 512 1.21
002: 512 1.23
003: 512 1.20
004: 512 1.23
005: 512 1.21
006: 512 1.21
007: 512 1.23
008: 512 1.21
009: 512 1.20
010: 512 1.20
011: 512 1.22
012: 512 1.21
013: 512 1.22
014: 512 1.22
015: 512 1.21
016: 512 1.22
017: 512 1.19
018: 512 1.22
019: 512 1.21
020: 512 1.21
021: 512 1.21
022: 512 1.25
023: 512 1.23
024: 512 0.80
025: 512 0.80
026: 512 0.78
027: 512 0.78
028: 512 0.79
029: 512 0.79
030: 512 0.80
031: 512 0.79
032: 512 0.80
512                     1.13
