
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.86
001: 1 0.75
002: 1 0.73
003: 1 0.75
004: 1 0.74
005: 1 0.74
006: 1 0.73
007: 1 0.73
008: 1 0.73
009: 1 0.74
010: 1 0.75
011: 1 0.75
012: 1 0.72
013: 1 0.73
014: 1 0.74
015: 1 0.73
016: 1 0.72
017: 1 0.72
018: 1 0.73
019: 1 0.74
020: 1 0.75
021: 1 0.74
022: 1 0.76
023: 1 0.74
024: 1 0.40
025: 1 0.39
1                       0.75
000: 2 1.85
001: 2 0.72
002: 2 0.73
003: 2 0.72
004: 2 0.71
005: 2 0.73
006: 2 0.72
007: 2 0.72
008: 2 0.73
009: 2 0.74
010: 2 0.73
011: 2 0.74
012: 2 0.72
013: 2 0.73
014: 2 0.72
015: 2 0.73
016: 2 0.70
017: 2 0.74
018: 2 0.72
019: 2 0.73
020: 2 0.74
021: 2 0.72
022: 2 0.72
023: 2 0.72
024: 2 0.41
025: 2 0.40
2                       0.74
000: 4 1.89
001: 4 0.76
002: 4 0.77
003: 4 0.77
004: 4 0.76
005: 4 0.78
006: 4 0.77
007: 4 0.76
008: 4 0.77
009: 4 0.75
010: 4 0.77
011: 4 0.77
012: 4 0.75
013: 4 0.75
014: 4 0.78
015: 4 0.76
016: 4 0.76
017: 4 0.77
018: 4 0.75
019: 4 0.75
020: 4 0.78
021: 4 0.77
022: 4 0.76
023: 4 0.77
024: 4 0.42
025: 4 0.41
4                       0.78
000: 8 1.87
001: 8 0.78
002: 8 0.75
003: 8 0.78
004: 8 0.77
005: 8 0.77
006: 8 0.80
007: 8 0.76
008: 8 0.76
009: 8 0.76
010: 8 0.76
011: 8 0.77
012: 8 0.75
013: 8 0.76
014: 8 0.76
015: 8 0.78
016: 8 0.77
017: 8 0.77
018: 8 0.75
019: 8 0.76
020: 8 0.77
021: 8 0.76
022: 8 0.77
023: 8 0.80
024: 8 0.45
025: 8 0.42
8                       0.78
000: 16 1.92
001: 16 0.80
002: 16 0.81
003: 16 0.79
004: 16 0.81
005: 16 0.79
006: 16 0.82
007: 16 0.81
008: 16 0.77
009: 16 0.80
010: 16 0.81
011: 16 0.80
012: 16 0.80
013: 16 0.78
014: 16 0.78
015: 16 0.80
016: 16 0.80
017: 16 0.80
018: 16 0.78
019: 16 0.78
020: 16 0.81
021: 16 0.79
022: 16 0.78
023: 16 0.80
024: 16 0.46
025: 16 0.45
16                      0.81
000: 32 1.87
001: 32 0.73
002: 32 0.77
003: 32 0.77
004: 32 0.77
005: 32 0.77
006: 32 0.76
007: 32 0.74
008: 32 0.76
009: 32 0.76
010: 32 0.76
011: 32 0.75
012: 32 0.74
013: 32 0.75
014: 32 0.77
015: 32 0.77
016: 32 0.76
017: 32 0.76
018: 32 0.75
019: 32 0.77
020: 32 0.76
021: 32 0.77
022: 32 0.75
023: 32 0.74
024: 32 0.41
025: 32 0.39
32                      0.77
000: 64 1.93
001: 64 0.79
002: 64 0.80
003: 64 0.81
004: 64 0.80
005: 64 0.80
006: 64 0.83
007: 64 0.80
008: 64 0.80
009: 64 0.81
010: 64 0.81
011: 64 0.80
012: 64 0.79
013: 64 0.80
014: 64 0.82
015: 64 0.82
016: 64 0.79
017: 64 0.79
018: 64 0.80
019: 64 0.81
020: 64 0.79
021: 64 0.80
022: 64 0.81
023: 64 0.80
024: 64 0.46
025: 64 0.45
64                      0.82
000: 128 1.94
001: 128 0.80
002: 128 0.81
003: 128 0.80
004: 128 0.81
005: 128 0.81
006: 128 0.81
007: 128 0.79
008: 128 0.79
009: 128 0.79
010: 128 0.80
011: 128 0.81
012: 128 0.80
013: 128 0.79
014: 128 0.80
015: 128 0.79
016: 128 0.78
017: 128 0.78
018: 128 0.80
019: 128 0.79
020: 128 0.80
021: 128 0.81
022: 128 0.81
023: 128 0.80
024: 128 0.47
025: 128 0.46
128                     0.82
000: 256 1.97
001: 256 0.83
002: 256 0.85
003: 256 0.83
004: 256 0.84
005: 256 0.84
006: 256 0.84
007: 256 0.83
008: 256 0.81
009: 256 0.84
010: 256 0.83
011: 256 0.85
012: 256 0.82
013: 256 0.84
014: 256 0.83
015: 256 0.83
016: 256 0.82
017: 256 0.83
018: 256 0.84
019: 256 0.83
020: 256 0.83
021: 256 0.85
022: 256 0.82
023: 256 0.84
024: 256 0.46
025: 256 0.45
256                     0.85
000: 512 2.09
001: 512 1.01
002: 512 1.01
003: 512 1.02
004: 512 1.03
005: 512 1.00
006: 512 1.03
007: 512 1.01
008: 512 1.01
009: 512 1.01
010: 512 1.01
011: 512 1.00
012: 512 1.02
013: 512 1.02
014: 512 1.02
015: 512 1.01
016: 512 1.00
017: 512 1.01
018: 512 1.01
019: 512 1.00
020: 512 1.04
021: 512 1.02
022: 512 1.04
023: 512 1.01
024: 512 0.59
025: 512 0.58
512                     1.02
000: 1024 2.16
001: 1024 1.18
002: 1024 1.19
003: 1024 1.19
004: 1024 1.20
005: 1024 1.19
006: 1024 1.19
007: 1024 1.18
008: 1024 1.18
009: 1024 1.15
010: 1024 1.18
011: 1024 1.19
012: 1024 1.18
013: 1024 1.19
014: 1024 1.19
015: 1024 1.20
016: 1024 1.19
017: 1024 1.17
