
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.58
001: 1 0.16
002: 1 0.16
003: 1 0.16
004: 1 0.16
005: 1 0.16
006: 1 0.16
007: 1 0.16
008: 1 0.16
009: 1 0.16
1                       0.21
000: 2 0.59
001: 2 0.17
002: 2 0.17
003: 2 0.17
004: 2 0.16
005: 2 0.17
006: 2 0.17
007: 2 0.17
008: 2 0.16
009: 2 0.17
2                       0.21
000: 4 0.58
001: 4 0.16
002: 4 0.17
003: 4 0.17
004: 4 0.16
005: 4 0.16
006: 4 0.16
007: 4 0.17
008: 4 0.16
009: 4 0.16
4                       0.21
000: 8 0.59
001: 8 0.17
002: 8 0.16
003: 8 0.16
004: 8 0.16
005: 8 0.16
006: 8 0.17
007: 8 0.16
008: 8 0.17
009: 8 0.16
8                       0.21
000: 16 0.58
001: 16 0.16
002: 16 0.16
003: 16 0.16
004: 16 0.16
005: 16 0.16
006: 16 0.16
007: 16 0.16
008: 16 0.16
009: 16 0.16
16                      0.20
000: 32 0.57
001: 32 0.16
002: 32 0.17
003: 32 0.17
004: 32 0.16
005: 32 0.16
006: 32 0.16
007: 32 0.16
008: 32 0.16
009: 32 0.17
32                      0.21
000: 64 0.58
001: 64 0.16
002: 64 0.17
003: 64 0.16
004: 64 0.16
005: 64 0.16
006: 64 0.16
007: 64 0.16
008: 64 0.16
009: 64 0.16
64                      0.21
000: 128 0.60
001: 128 0.19
002: 128 0.18
003: 128 0.18
004: 128 0.18
005: 128 0.18
006: 128 0.18
007: 128 0.19
008: 128 0.19
009: 128 0.19
128                     0.23
000: 256 0.62
001: 256 0.21
002: 256 0.21
003: 256 0.21
004: 256 0.21
005: 256 0.22
006: 256 0.21
007: 256 0.21
008: 256 0.21
009: 256 0.21
256                     0.25
000: 512 0.70
001: 512 0.26
002: 512 0.26
003: 512 0.26
004: 512 0.26
005: 512 0.26
006: 512 0.26
007: 512 0.26
008: 512 0.26
009: 512 0.27
512                     0.31
000: 1024 0.85
001: 1024 0.36
002: 1024 0.37
003: 1024 0.37
004: 1024 0.37
005: 1024 0.37
006: 1024 0.36
007: 1024 0.37
008: 1024 0.37
009: 1024 0.37
1024                    0.42
000: 2048 1.00
001: 2048 0.51
002: 2048 0.51
003: 2048 0.51
004: 2048 0.51
005: 2048 0.51
006: 2048 0.51
007: 2048 0.51
008: 2048 0.51
009: 2048 0.52
2048                    0.56
000: 4096 1.19
001: 4096 0.72
002: 4096 0.74
003: 4096 0.73
004: 4096 0.73
005: 4096 0.73
006: 4096 0.74
007: 4096 0.72
008: 4096 0.72
009: 4096 0.73
4096                    0.78
000: 8192 1.72
001: 8192 1.24
002: 8192 1.24
003: 8192 1.24
004: 8192 1.23
005: 8192 1.24
006: 8192 1.23
007: 8192 1.22
008: 8192 1.23
009: 8192 1.23
8192                    1.28
000: 16384 2.77
001: 16384 2.31
002: 16384 2.29
003: 16384 2.30
004: 16384 2.30
005: 16384 2.30
006: 16384 2.31
007: 16384 2.30
008: 16384 2.30
009: 16384 2.29
16384                   2.35
000: 32768 4.34
001: 32768 3.87
002: 32768 3.89
003: 32768 3.89
004: 32768 3.88
005: 32768 3.86
006: 32768 3.89
007: 32768 3.87
008: 32768 3.88
009: 32768 3.88
32768                   3.93
000: 65536 6.83
001: 65536 6.30
002: 65536 6.30
003: 65536 6.30
004: 65536 6.31
005: 65536 6.31
006: 65536 6.33
007: 65536 6.31
008: 65536 6.30
009: 65536 6.33
65536                   6.36
000: 131072 11.72
001: 131072 11.23
002: 131072 11.25
003: 131072 11.25
004: 131072 11.25
005: 131072 11.26
006: 131072 11.23
007: 131072 11.25
008: 131072 11.25
009: 131072 11.24
131072                 11.29
000: 262144 21.11
001: 262144 20.62
002: 262144 20.65
003: 262144 20.63
004: 262144 20.65
005: 262144 20.66
006: 262144 20.67
007: 262144 20.66
008: 262144 20.64
009: 262144 20.65
262144                 20.69
000: 524288 40.45
001: 524288 39.90
002: 524288 39.98
003: 524288 39.89
004: 524288 39.91
005: 524288 39.98
006: 524288 39.89
007: 524288 39.98
008: 524288 39.89
009: 524288 39.86
524288                 39.97
000: 1048576 83.31
001: 1048576 82.81
002: 1048576 82.79
003: 1048576 82.77
004: 1048576 82.79
005: 1048576 82.80
006: 1048576 82.77
007: 1048576 82.79
008: 1048576 82.77
009: 1048576 82.79
1048576                82.84

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.59
001: 1 0.17
002: 1 0.16
003: 1 0.17
004: 1 0.16
005: 1 0.17
006: 1 0.17
007: 1 0.17
