
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.88
001: 1 0.17
002: 1 0.18
003: 1 0.17
004: 1 0.16
005: 1 0.17
006: 1 0.17
007: 1 0.17
008: 1 0.17
009: 1 0.17
010: 1 0.17
011: 1 0.17
012: 1 0.17
013: 1 0.18
014: 1 0.17
015: 1 0.18
016: 1 0.17
017: 1 0.17
018: 1 0.18
019: 1 0.17
020: 1 0.17
021: 1 0.18
022: 1 0.17
1                       0.20
000: 2 0.90
001: 2 0.17
002: 2 0.18
003: 2 0.17
004: 2 0.16
005: 2 0.17
006: 2 0.17
007: 2 0.17
008: 2 0.17
009: 2 0.17
010: 2 0.17
011: 2 0.17
012: 2 0.17
013: 2 0.17
014: 2 0.17
015: 2 0.17
016: 2 0.17
017: 2 0.17
018: 2 0.18
019: 2 0.18
020: 2 0.18
021: 2 0.17
022: 2 0.17
2                       0.20
000: 4 0.88
001: 4 0.18
002: 4 0.17
003: 4 0.17
004: 4 0.17
005: 4 0.17
006: 4 0.17
007: 4 0.18
008: 4 0.17
009: 4 0.17
010: 4 0.18
011: 4 0.17
012: 4 0.17
013: 4 0.18
014: 4 0.17
015: 4 0.18
016: 4 0.17
017: 4 0.17
018: 4 0.18
019: 4 0.18
020: 4 0.18
021: 4 0.17
022: 4 0.17
4                       0.21
000: 8 0.88
001: 8 0.18
002: 8 0.18
003: 8 0.17
004: 8 0.17
005: 8 0.17
006: 8 0.17
007: 8 0.17
008: 8 0.17
009: 8 0.17
010: 8 0.17
011: 8 0.17
012: 8 0.18
013: 8 0.17
014: 8 0.17
015: 8 0.17
016: 8 0.17
017: 8 0.17
018: 8 0.17
019: 8 0.18
020: 8 0.17
021: 8 0.17
022: 8 0.17
8                       0.20
000: 16 0.87
001: 16 0.18
002: 16 0.17
003: 16 0.18
004: 16 0.17
005: 16 0.17
006: 16 0.17
007: 16 0.17
008: 16 0.17
009: 16 0.17
010: 16 0.17
011: 16 0.17
012: 16 0.17
013: 16 0.17
014: 16 0.17
015: 16 0.18
016: 16 0.17
017: 16 0.17
018: 16 0.17
019: 16 0.18
020: 16 0.17
021: 16 0.17
022: 16 0.17
16                      0.20
000: 32 0.97
001: 32 0.18
002: 32 0.19
003: 32 0.19
004: 32 0.19
005: 32 0.18
006: 32 0.18
007: 32 0.18
008: 32 0.19
009: 32 0.19
010: 32 0.18
011: 32 0.19
012: 32 0.19
013: 32 0.18
014: 32 0.19
015: 32 0.19
016: 32 0.19
017: 32 0.18
018: 32 0.18
019: 32 0.18
020: 32 0.19
021: 32 0.19
022: 32 0.18
32                      0.22
000: 64 0.90
001: 64 0.18
002: 64 0.18
003: 64 0.18
004: 64 0.18
005: 64 0.18
006: 64 0.18
007: 64 0.18
008: 64 0.18
009: 64 0.18
010: 64 0.18
011: 64 0.18
012: 64 0.18
013: 64 0.18
014: 64 0.18
015: 64 0.18
016: 64 0.18
017: 64 0.18
018: 64 0.18
019: 64 0.19
020: 64 0.18
021: 64 0.18
022: 64 0.17
64                      0.21
000: 128 0.97
001: 128 0.21
002: 128 0.22
003: 128 0.21
004: 128 0.21
005: 128 0.21
006: 128 0.21
007: 128 0.22
008: 128 0.22
009: 128 0.23
010: 128 0.22
011: 128 0.22
012: 128 0.22
013: 128 0.21
014: 128 0.22
015: 128 0.23
016: 128 0.23
017: 128 0.22
018: 128 0.22
019: 128 0.22
020: 128 0.23
021: 128 0.21
022: 128 0.23
128                     0.25
000: 256 0.97
001: 256 0.27
002: 256 0.26
003: 256 0.26
004: 256 0.26
005: 256 0.26
006: 256 0.26
007: 256 0.26
008: 256 0.26
009: 256 0.26
010: 256 0.26
011: 256 0.26
012: 256 0.26
013: 256 0.26
014: 256 0.27
015: 256 0.26
016: 256 0.26
017: 256 0.26
018: 256 0.26
019: 256 0.27
020: 256 0.27
021: 256 0.26
022: 256 0.26
256                     0.29
000: 512 1.12
001: 512 0.41
002: 512 0.41
003: 512 0.41
004: 512 0.41
005: 512 0.40
006: 512 0.41
007: 512 0.41
008: 512 0.41
009: 512 0.40
010: 512 0.40
011: 512 0.41
012: 512 0.42
013: 512 0.40
014: 512 0.41
015: 512 0.40
016: 512 0.42
017: 512 0.41
018: 512 0.41
019: 512 0.41
020: 512 0.41
021: 512 0.41
022: 512 0.42
512                     0.44
000: 1024 1.29
001: 1024 0.47
002: 1024 0.46
003: 1024 0.46
004: 1024 0.44
005: 1024 0.47
006: 1024 0.46
007: 1024 0.45
008: 1024 0.46
009: 1024 0.47
010: 1024 0.44
011: 1024 0.46
012: 1024 0.46
013: 1024 0.45
014: 1024 0.47
015: 1024 0.46
016: 1024 0.46
017: 1024 0.46
018: 1024 0.45
019: 1024 0.46
020: 1024 0.46
021: 1024 0.46
022: 1024 0.47
1024                    0.50
000: 2048 1.37
001: 2048 0.60
002: 2048 0.58
003: 2048 0.60
004: 2048 0.60
005: 2048 0.58
006: 2048 0.60
007: 2048 0.56
008: 2048 0.58
009: 2048 0.59
010: 2048 0.61
011: 2048 0.60
012: 2048 0.56
013: 2048 0.57
014: 2048 0.59
015: 2048 0.60
016: 2048 0.57
017: 2048 0.58
018: 2048 0.60
019: 2048 0.61
020: 2048 0.60
021: 2048 0.59
022: 2048 0.60
2048                    0.62
000: 4096 1.66
001: 4096 0.85
002: 4096 0.87
003: 4096 0.86
004: 4096 0.86
005: 4096 0.88
006: 4096 0.85
007: 4096 0.86
008: 4096 0.87
009: 4096 0.85
010: 4096 0.86
011: 4096 0.86
012: 4096 0.85
013: 4096 0.86
014: 4096 0.86
015: 4096 0.86
016: 4096 0.89
017: 4096 0.86
018: 4096 0.85
019: 4096 0.86
020: 4096 0.85
021: 4096 0.89
022: 4096 0.89
4096                    0.90
000: 8192 2.29
001: 8192 1.45
002: 8192 1.43
003: 8192 1.41
004: 8192 1.43
005: 8192 1.41
006: 8192 1.42
007: 8192 1.42
008: 8192 1.42
009: 8192 1.41
010: 8192 1.41
011: 8192 1.42
012: 8192 1.43
013: 8192 1.40
014: 8192 1.40
015: 8192 1.44
016: 8192 1.41
017: 8192 1.42
018: 8192 1.43
019: 8192 1.42
020: 8192 1.41
021: 8192 1.42
022: 8192 1.44
8192                    1.46
000: 16384 3.37
001: 16384 2.50
002: 16384 2.49
003: 16384 2.49
004: 16384 2.52
005: 16384 2.56
006: 16384 2.51
007: 16384 2.51
008: 16384 2.52
009: 16384 2.54
010: 16384 2.57
011: 16384 2.55
012: 16384 2.49
013: 16384 2.52
014: 16384 2.55
015: 16384 2.51
016: 16384 2.57
017: 16384 2.54
018: 16384 2.55
019: 16384 2.53
020: 16384 2.52
021: 16384 2.54
022: 16384 2.53
16384                   2.56
000: 32768 5.61
001: 32768 4.65
002: 32768 4.23
003: 32768 4.72
004: 32768 4.72
005: 32768 4.72
006: 32768 4.81
007: 32768 4.75
008: 32768 4.69
009: 32768 4.76
010: 32768 4.79
011: 32768 4.70
012: 32768 4.77
013: 32768 4.74
014: 32768 4.76
015: 32768 4.78
016: 32768 4.69
017: 32768 4.73
018: 32768 4.73
019: 32768 4.77
020: 32768 4.72
021: 32768 4.69
022: 32768 4.79
32768                   4.75
000: 65536 8.83
001: 65536 7.19
002: 65536 6.61
003: 65536 7.98
004: 65536 8.05
005: 65536 7.85
006: 65536 7.70
007: 65536 8.07
008: 65536 8.02
009: 65536 7.90
010: 65536 8.11
011: 65536 7.96
012: 65536 8.08
013: 65536 8.05
014: 65536 8.02
015: 65536 7.91
016: 65536 8.08
017: 65536 7.99
018: 65536 8.07
019: 65536 8.07
020: 65536 7.57
021: 65536 7.99
022: 65536 8.01
65536                   7.92
000: 131072 14.80
001: 131072 13.19
002: 131072 10.25
003: 131072 13.92
004: 131072 13.98
005: 131072 13.07
006: 131072 12.58
007: 131072 14.11
008: 131072 13.98
009: 131072 13.44
010: 131072 14.09
011: 131072 14.02
012: 131072 14.09
013: 131072 14.09
014: 131072 12.68
015: 131072 12.15
016: 131072 13.72
017: 131072 13.73
018: 131072 14.06
019: 131072 14.07
020: 131072 13.36
021: 131072 13.84
022: 131072 14.01
131072                 13.53
000: 262144 23.67
001: 262144 21.25
002: 262144 18.61
003: 262144 21.52
004: 262144 22.93
005: 262144 21.73
006: 262144 22.02
007: 262144 22.71
008: 262144 22.81
009: 262144 22.87
010: 262144 20.89
011: 262144 22.44
012: 262144 19.63
013: 262144 22.69
014: 262144 19.92
015: 262144 18.84
016: 262144 22.73
017: 262144 19.16
018: 262144 22.79
019: 262144 20.36
020: 262144 21.97
021: 262144 19.43
022: 262144 22.60
262144                 21.46
000: 524288 46.50
001: 524288 43.35
002: 524288 41.86
003: 524288 43.83
004: 524288 44.90
005: 524288 44.31
006: 524288 43.05
007: 524288 43.01
008: 524288 42.63
009: 524288 44.95
010: 524288 43.22
011: 524288 45.75
012: 524288 42.03
013: 524288 45.75
014: 524288 43.10
015: 524288 41.89
016: 524288 44.51
017: 524288 41.96
018: 524288 44.30
019: 524288 43.70
020: 524288 42.93
021: 524288 41.91
022: 524288 43.64
524288                 43.61
000: 1048576 103.83
001: 1048576 101.67
002: 1048576 101.47
003: 1048576 101.62
004: 1048576 101.66
005: 1048576 102.32
006: 1048576 103.04
007: 1048576 101.84
008: 1048576 101.83
009: 1048576 101.84
010: 1048576 101.89
011: 1048576 102.18
012: 1048576 102.63
013: 1048576 102.31
014: 1048576 101.86
015: 1048576 102.10
016: 1048576 101.95
017: 1048576 101.90
018: 1048576 101.87
019: 1048576 101.85
020: 1048576 102.14
021: 1048576 101.68
022: 1048576 101.96
1048576               102.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.95
001: 1 0.19
002: 1 0.20
003: 1 0.19
004: 1 0.20
005: 1 0.21
006: 1 0.20
007: 1 0.21
008: 1 0.20
009: 1 0.19
010: 1 0.20
011: 1 0.21
012: 1 0.20
013: 1 0.20
014: 1 0.20
015: 1 0.20
016: 1 0.20
017: 1 0.20
018: 1 0.21
019: 1 0.20
020: 1 0.20
021: 1 0.20
022: 1 0.20
1                       0.23
000: 2 0.94
001: 2 0.22
002: 2 0.21
003: 2 0.21
004: 2 0.21
005: 2 0.21
006: 2 0.21
007: 2 0.21
008: 2 0.21
009: 2 0.21
010: 2 0.21
011: 2 0.21
012: 2 0.21
013: 2 0.21
014: 2 0.21
015: 2 0.21
016: 2 0.20
017: 2 0.21
018: 2 0.21
019: 2 0.21
020: 2 0.21
021: 2 0.21
022: 2 0.21
2                       0.24
000: 4 0.96
001: 4 0.20
002: 4 0.21
003: 4 0.20
004: 4 0.20
005: 4 0.22
006: 4 0.21
007: 4 0.20
008: 4 0.20
009: 4 0.20
010: 4 0.21
011: 4 0.21
012: 4 0.20
013: 4 0.20
014: 4 0.20
015: 4 0.22
016: 4 0.20
017: 4 0.21
018: 4 0.21
019: 4 0.20
020: 4 0.21
021: 4 0.20
022: 4 0.20
4                       0.24
000: 8 0.95
001: 8 0.21
002: 8 0.21
003: 8 0.20
004: 8 0.20
005: 8 0.20
006: 8 0.21
007: 8 0.20
008: 8 0.21
009: 8 0.20
010: 8 0.20
011: 8 0.21
012: 8 0.20
013: 8 0.19
014: 8 0.21
015: 8 0.21
016: 8 0.20
017: 8 0.21
018: 8 0.20
019: 8 0.20
020: 8 0.21
021: 8 0.21
022: 8 0.20
8                       0.24
000: 16 0.95
001: 16 0.20
002: 16 0.20
003: 16 0.20
004: 16 0.19
005: 16 0.21
006: 16 0.20
007: 16 0.19
008: 16 0.20
009: 16 0.20
010: 16 0.19
011: 16 0.20
012: 16 0.20
013: 16 0.20
014: 16 0.21
015: 16 0.20
016: 16 0.19
017: 16 0.20
018: 16 0.21
019: 16 0.20
020: 16 0.21
021: 16 0.19
022: 16 0.20
16                      0.23
000: 32 0.93
001: 32 0.20
002: 32 0.21
003: 32 0.21
004: 32 0.20
005: 32 0.21
006: 32 0.21
007: 32 0.20
008: 32 0.20
009: 32 0.21
010: 32 0.21
011: 32 0.21
012: 32 0.20
013: 32 0.20
014: 32 0.21
015: 32 0.21
016: 32 0.20
017: 32 0.21
018: 32 0.21
019: 32 0.21
020: 32 0.20
021: 32 0.21
022: 32 0.20
32                      0.24
000: 64 0.94
001: 64 0.21
002: 64 0.21
003: 64 0.20
004: 64 0.20
005: 64 0.21
006: 64 0.21
007: 64 0.21
008: 64 0.20
009: 64 0.20
010: 64 0.20
011: 64 0.20
012: 64 0.20
013: 64 0.21
014: 64 0.21
015: 64 0.20
016: 64 0.20
017: 64 0.22
018: 64 0.20
019: 64 0.20
020: 64 0.21
021: 64 0.21
022: 64 0.20
64                      0.24
000: 128 0.95
001: 128 0.23
002: 128 0.24
003: 128 0.23
004: 128 0.23
005: 128 0.24
006: 128 0.23
007: 128 0.23
008: 128 0.23
009: 128 0.23
010: 128 0.23
011: 128 0.23
012: 128 0.23
013: 128 0.23
014: 128 0.23
015: 128 0.23
016: 128 0.23
017: 128 0.23
018: 128 0.23
019: 128 0.23
020: 128 0.23
021: 128 0.23
022: 128 0.23
128                     0.26
000: 256 1.02
001: 256 0.28
002: 256 0.28
003: 256 0.28
004: 256 0.28
005: 256 0.29
006: 256 0.28
007: 256 0.27
008: 256 0.28
009: 256 0.28
010: 256 0.28
011: 256 0.28
012: 256 0.28
013: 256 0.28
014: 256 0.28
015: 256 0.28
016: 256 0.27
017: 256 0.28
018: 256 0.28
019: 256 0.28
020: 256 0.28
021: 256 0.29
022: 256 0.28
256                     0.31
000: 512 1.09
001: 512 0.33
002: 512 0.33
003: 512 0.32
004: 512 0.32
005: 512 0.32
006: 512 0.32
007: 512 0.33
008: 512 0.32
009: 512 0.32
010: 512 0.33
011: 512 0.33
012: 512 0.32
013: 512 0.33
014: 512 0.32
015: 512 0.32
016: 512 0.32
017: 512 0.33
018: 512 0.32
019: 512 0.32
020: 512 0.32
021: 512 0.32
022: 512 0.33
512                     0.36
000: 1024 1.29
001: 1024 0.45
002: 1024 0.43
003: 1024 0.44
004: 1024 0.44
005: 1024 0.45
006: 1024 0.45
007: 1024 0.46
008: 1024 0.45
009: 1024 0.46
010: 1024 0.45
011: 1024 0.45
012: 1024 0.45
013: 1024 0.45
014: 1024 0.45
015: 1024 0.46
016: 1024 0.45
017: 1024 0.45
018: 1024 0.45
019: 1024 0.45
020: 1024 0.44
021: 1024 0.44
022: 1024 0.45
1024                    0.49
000: 2048 1.39
001: 2048 0.57
002: 2048 0.57
003: 2048 0.57
004: 2048 0.58
005: 2048 0.56
006: 2048 0.58
007: 2048 0.55
008: 2048 0.57
009: 2048 0.56
010: 2048 0.58
011: 2048 0.58
012: 2048 0.56
013: 2048 0.58
014: 2048 0.56
015: 2048 0.58
016: 2048 0.56
017: 2048 0.57
018: 2048 0.58
019: 2048 0.54
020: 2048 0.57
021: 2048 0.54
022: 2048 0.57
2048                    0.60
000: 4096 1.69
001: 4096 0.83
002: 4096 0.83
003: 4096 0.82
004: 4096 0.86
005: 4096 0.87
006: 4096 0.86
007: 4096 0.86
008: 4096 0.87
009: 4096 0.84
010: 4096 0.83
011: 4096 0.83
012: 4096 0.83
013: 4096 0.84
014: 4096 0.82
015: 4096 0.86
016: 4096 0.86
017: 4096 0.83
018: 4096 0.88
019: 4096 0.86
020: 4096 0.82
021: 4096 0.87
022: 4096 0.86
4096                    0.88
000: 8192 2.25
001: 8192 1.35
002: 8192 1.36
003: 8192 1.36
004: 8192 1.35
005: 8192 1.35
006: 8192 1.39
007: 8192 1.38
008: 8192 1.36
009: 8192 1.39
010: 8192 1.37
011: 8192 1.35
012: 8192 1.38
013: 8192 1.36
014: 8192 1.39
015: 8192 1.36
016: 8192 1.35
017: 8192 1.33
018: 8192 1.36
019: 8192 1.34
020: 8192 1.35
021: 8192 1.36
022: 8192 1.36
8192                    1.40
000: 16384 3.32
001: 16384 2.49
002: 16384 2.45
003: 16384 2.50
004: 16384 2.50
005: 16384 2.48
006: 16384 2.48
007: 16384 2.46
008: 16384 2.47
009: 16384 2.50
010: 16384 2.44
011: 16384 2.51
012: 16384 2.49
013: 16384 2.50
014: 16384 2.47
015: 16384 2.51
016: 16384 2.46
017: 16384 2.49
018: 16384 2.49
019: 16384 2.50
020: 16384 2.45
021: 16384 2.49
022: 16384 2.48
16384                   2.52
000: 32768 5.49
001: 32768 4.54
002: 32768 4.09
003: 32768 4.47
004: 32768 4.39
005: 32768 4.53
006: 32768 4.56
007: 32768 4.57
008: 32768 4.55
009: 32768 4.50
010: 32768 4.49
011: 32768 4.53
012: 32768 4.55
013: 32768 4.58
014: 32768 4.56
015: 32768 4.60
016: 32768 4.49
017: 32768 4.53
018: 32768 4.39
019: 32768 4.56
020: 32768 4.51
021: 32768 4.35
022: 32768 4.08
32768                   4.52
000: 65536 8.21
001: 65536 7.45
002: 65536 6.31
003: 65536 7.32
004: 65536 6.57
005: 65536 7.40
006: 65536 7.16
007: 65536 7.31
008: 65536 7.37
009: 65536 7.42
010: 65536 7.47
011: 65536 7.50
012: 65536 7.49
013: 65536 7.48
014: 65536 7.16
015: 65536 7.32
016: 65536 6.73
017: 65536 7.49
018: 65536 6.74
019: 65536 7.52
020: 65536 7.23
021: 65536 6.87
022: 65536 6.25
65536                   7.21
000: 131072 13.14
001: 131072 12.37
002: 131072 10.20
003: 131072 11.40
004: 131072 11.11
005: 131072 12.32
006: 131072 12.01
007: 131072 11.73
008: 131072 11.89
009: 131072 12.39
010: 131072 11.17
011: 131072 12.50
012: 131072 12.46
013: 131072 12.44
014: 131072 10.51
015: 131072 12.33
016: 131072 11.03
017: 131072 12.00
018: 131072 12.02
019: 131072 12.06
020: 131072 11.76
021: 131072 11.83
022: 131072 10.20
131072                 11.78
000: 262144 23.98
001: 262144 23.26
002: 262144 19.49
003: 262144 21.63
004: 262144 21.27
005: 262144 22.77
006: 262144 23.10
007: 262144 19.74
008: 262144 19.98
009: 262144 23.13
